ENSEMBL1,ENSEMBL2,SYMBOL
ENST00000496579.5,ENSG00000204427.12,ABHD16A
ENST00000492899.1,ENSG00000204427.12,ABHD16A
ENST00000477462.5,ENSG00000204427.12,ABHD16A
ENST00000482224.5,ENSG00000204427.12,ABHD16A
ENST00000468037.1,ENSG00000204427.12,ABHD16A
ENST00000461287.1,ENSG00000204422.7,AL662899.1
ENST00000580775.1,ENSG00000266776.1,MIR4646
ENST00000375832.4,ENSG00000204424.9,LY6G6F
ENST00000503322.1,ENSG00000250641.1,LY6G6F-LY6G6D
ENST00000409239.5,ENSG00000255552.7,LY6G6E
ENST00000383418.8,ENSG00000255552.7,LY6G6E
ENST00000450147.6,ENSG00000255552.7,LY6G6E
ENST00000399142.3,ENSG00000255552.7,LY6G6E
ENST00000375825.7,ENSG00000244355.7,LY6G6D
ENST00000375824.1,ENSG00000244355.7,LY6G6D
ENST00000479334.1,ENSG00000244355.7,LY6G6D
ENST00000460663.5,ENSG00000204420.9,MPIG6B
ENST00000480039.5,ENSG00000204420.9,MPIG6B
ENST00000375810.8,ENSG00000204420.9,MPIG6B
ENST00000375805.6,ENSG00000204420.9,MPIG6B
ENST00000485548.5,ENSG00000204420.9,MPIG6B
ENST00000375809.7,ENSG00000204420.9,MPIG6B
ENST00000649779.1,ENSG00000204420.9,MPIG6B
ENST00000466312.5,ENSG00000204420.9,MPIG6B
ENST00000375804.6,ENSG00000204420.9,MPIG6B
ENST00000375814.7,ENSG00000204420.9,MPIG6B
ENST00000471545.1,ENSG00000204420.9,MPIG6B
ENST00000375806.2,ENSG00000204420.9,MPIG6B
ENST00000495859.1,ENSG00000204421.3,LY6G6C
ENST00000375819.3,ENSG00000204421.3,LY6G6C
ENST00000437288.5,ENSG00000213722.9,DDAH2
ENST00000469963.5,ENSG00000213722.9,DDAH2
ENST00000480913.5,ENSG00000213722.9,DDAH2
ENST00000483792.1,ENSG00000213722.9,DDAH2
ENST00000375787.6,ENSG00000213722.9,DDAH2
ENST00000375792.7,ENSG00000213722.9,DDAH2
ENST00000375789.7,ENSG00000213722.9,DDAH2
ENST00000416410.5,ENSG00000213722.9,DDAH2
ENST00000436437.1,ENSG00000213722.9,DDAH2
ENST00000488119.1,ENSG00000213722.9,DDAH2
ENST00000375784.7,ENSG00000213719.8,CLIC1
ENST00000375779.6,ENSG00000213719.8,CLIC1
ENST00000375780.6,ENSG00000213719.8,CLIC1
ENST00000395892.5,ENSG00000213719.8,CLIC1
ENST00000616760.1,ENSG00000213719.8,CLIC1
ENST00000652715.1,ENSG00000204410.15,MSH5
ENST00000375755.8,ENSG00000204410.15,MSH5
ENST00000425703.5,ENSG00000204410.15,MSH5
ENST00000463094.5,ENSG00000204410.15,MSH5
ENST00000482280.1,ENSG00000204410.15,MSH5
ENST00000375750.8,ENSG00000204410.15,MSH5
ENST00000650702.1,ENSG00000204410.15,MSH5
ENST00000375703.7,ENSG00000204410.15,MSH5
ENST00000375740.7,ENSG00000204410.15,MSH5
ENST00000423982.6,ENSG00000204410.15,MSH5
ENST00000463144.5,ENSG00000204410.15,MSH5
ENST00000450148.5,ENSG00000204410.15,MSH5
ENST00000497269.5,ENSG00000204410.15,MSH5
ENST00000468602.5,ENSG00000204410.15,MSH5
ENST00000468136.5,ENSG00000204410.15,MSH5
ENST00000395853.5,ENSG00000204410.15,MSH5
ENST00000467319.1,ENSG00000204410.15,MSH5
ENST00000494646.1,ENSG00000204410.15,MSH5
ENST00000484309.5,ENSG00000204410.15,MSH5
ENST00000429846.1,ENSG00000204410.15,MSH5
ENST00000494458.1,ENSG00000204410.15,MSH5
ENST00000493662.6,ENSG00000255152.8,MSH5-SAPCD1
ENST00000498473.6,ENSG00000255152.8,MSH5-SAPCD1
ENST00000491552.1,ENSG00000255152.8,MSH5-SAPCD1
ENST00000476085.1,ENSG00000255152.8,MSH5-SAPCD1
ENST00000516934.1,ENSG00000252743.1,RNU6-850P
ENST00000415669.3,ENSG00000228727.9,SAPCD1
ENST00000425424.4,ENSG00000228727.9,SAPCD1
ENST00000494299.1,ENSG00000228727.9,SAPCD1
ENST00000419679.1,ENSG00000235663.1,SAPCD1-AS1
ENST00000375688.4,ENSG00000204396.10,VWA7
ENST00000486423.5,ENSG00000204396.10,VWA7
ENST00000467576.1,ENSG00000204396.10,VWA7
ENST00000487013.1,ENSG00000204396.10,VWA7
ENST00000497645.1,ENSG00000204396.10,VWA7
ENST00000470953.1,ENSG00000204394.13,VARS
ENST00000375663.8,ENSG00000204394.13,VARS
ENST00000463184.1,ENSG00000204394.13,VARS
ENST00000428445.1,ENSG00000204394.13,VARS
ENST00000482996.5,ENSG00000204394.13,VARS
ENST00000479051.1,ENSG00000204394.13,VARS
ENST00000459667.1,ENSG00000204394.13,VARS
ENST00000461874.1,ENSG00000204394.13,VARS
ENST00000474643.5,ENSG00000204394.13,VARS
ENST00000483275.1,ENSG00000204394.13,VARS
ENST00000461328.1,ENSG00000204394.13,VARS
ENST00000495010.5,ENSG00000204394.13,VARS
ENST00000489979.1,ENSG00000204394.13,VARS
ENST00000440048.1,ENSG00000204394.13,VARS
ENST00000364685.1,ENSG00000201555.1,RF00019
ENST00000491421.5,ENSG00000204392.11,LSM2
ENST00000493387.5,ENSG00000204392.11,LSM2
ENST00000470083.5,ENSG00000204392.11,LSM2
ENST00000470086.5,ENSG00000204392.11,LSM2
ENST00000477182.5,ENSG00000204392.11,LSM2
ENST00000375661.6,ENSG00000204392.11,LSM2
ENST00000475835.2,ENSG00000204392.11,LSM2
ENST00000375654.5,ENSG00000204390.10,HSPA1L
ENST00000375651.6,ENSG00000204389.9,HSPA1A
ENST00000608703.1,ENSG00000204389.9,HSPA1A
ENST00000375650.5,ENSG00000204388.7,HSPA1B
ENST00000649802.1,ENSG00000285565.1,AL671762.1
ENST00000375640.7,ENSG00000204387.13,C6orf48
ENST00000375641.6,ENSG00000204387.13,C6orf48
ENST00000648677.1,ENSG00000204387.13,C6orf48
ENST00000375638.7,ENSG00000204387.13,C6orf48
ENST00000375635.6,ENSG00000204387.13,C6orf48
ENST00000375642.6,ENSG00000204387.13,C6orf48
ENST00000375639.7,ENSG00000204387.13,C6orf48
ENST00000614363.4,ENSG00000204387.13,C6orf48
ENST00000395789.5,ENSG00000204387.13,C6orf48
ENST00000375633.5,ENSG00000204387.13,C6orf48
ENST00000395788.3,ENSG00000204387.13,C6orf48
ENST00000364953.1,ENSG00000201823.1,SNORD48
ENST00000364884.1,ENSG00000201754.1,SNORD52
ENST00000495807.1,ENSG00000204386.10,NEU1
ENST00000480384.1,ENSG00000204386.10,NEU1
ENST00000491768.5,ENSG00000204386.10,NEU1
ENST00000375631.4,ENSG00000204386.10,NEU1
ENST00000229729.11,ENSG00000204385.12,SLC44A4
ENST00000544672.5,ENSG00000204385.12,SLC44A4
ENST00000375562.8,ENSG00000204385.12,SLC44A4
ENST00000644409.1,ENSG00000204385.12,SLC44A4
ENST00000487680.1,ENSG00000204385.12,SLC44A4
ENST00000414427.1,ENSG00000204385.12,SLC44A4
ENST00000479777.1,ENSG00000204385.12,SLC44A4
ENST00000475563.1,ENSG00000204385.12,SLC44A4
ENST00000465707.5,ENSG00000204385.12,SLC44A4
ENST00000462671.1,ENSG00000204385.12,SLC44A4
ENST00000642849.1,ENSG00000237080.3,EHMT2-AS1
ENST00000434689.2,ENSG00000237080.3,EHMT2-AS1
ENST00000395728.7,ENSG00000204371.11,EHMT2
ENST00000375528.8,ENSG00000204371.11,EHMT2
ENST00000375530.8,ENSG00000204371.11,EHMT2
ENST00000375537.8,ENSG00000204371.11,EHMT2
ENST00000478491.5,ENSG00000204371.11,EHMT2
ENST00000461880.5,ENSG00000204371.11,EHMT2
ENST00000494816.5,ENSG00000204371.11,EHMT2
ENST00000480912.5,ENSG00000204371.11,EHMT2
ENST00000436026.1,ENSG00000204371.11,EHMT2
ENST00000477678.1,ENSG00000204371.11,EHMT2
ENST00000463484.1,ENSG00000204371.11,EHMT2
ENST00000465429.1,ENSG00000204371.11,EHMT2
ENST00000469372.5,ENSG00000166278.15,C2
ENST00000497706.5,ENSG00000166278.15,C2
ENST00000452323.6,ENSG00000166278.15,C2
ENST00000452202.5,ENSG00000166278.15,C2
ENST00000411571.6,ENSG00000166278.15,C2
ENST00000413154.5,ENSG00000166278.15,C2
ENST00000484636.1,ENSG00000166278.15,C2
ENST00000442278.6,ENSG00000166278.15,C2
ENST00000447952.6,ENSG00000166278.15,C2
ENST00000418949.6,ENSG00000166278.15,C2
ENST00000299367.10,ENSG00000166278.15,C2
ENST00000482060.5,ENSG00000166278.15,C2
ENST00000383177.7,ENSG00000166278.15,C2
ENST00000494905.1,ENSG00000166278.15,C2
ENST00000485690.5,ENSG00000166278.15,C2
ENST00000486124.5,ENSG00000166278.15,C2
ENST00000468407.1,ENSG00000166278.15,C2
ENST00000375527.2,ENSG00000204366.3,ZBTB12
ENST00000456570.5,ENSG00000244255.5,AL645922.1
ENST00000477310.1,ENSG00000244255.5,AL645922.1
ENST00000630806.1,ENSG00000281756.1,C2-AS1
ENST00000475617.5,ENSG00000243649.8,CFB
ENST00000425368.6,ENSG00000243649.8,CFB
ENST00000472581.1,ENSG00000243649.8,CFB
ENST00000460718.5,ENSG00000243649.8,CFB
ENST00000452035.6,ENSG00000243649.8,CFB
ENST00000461483.5,ENSG00000243649.8,CFB
ENST00000497841.5,ENSG00000243649.8,CFB
ENST00000465750.5,ENSG00000243649.8,CFB
ENST00000482886.1,ENSG00000243649.8,CFB
ENST00000483004.1,ENSG00000243649.8,CFB
ENST00000467150.1,ENSG00000243649.8,CFB
ENST00000467360.1,ENSG00000243649.8,CFB
ENST00000482312.1,ENSG00000243649.8,CFB
ENST00000498317.1,ENSG00000243649.8,CFB
ENST00000375429.8,ENSG00000204356.14,NELFE
ENST00000492185.5,ENSG00000204356.14,NELFE
ENST00000488426.5,ENSG00000204356.14,NELFE
ENST00000481121.5,ENSG00000204356.14,NELFE
ENST00000375425.9,ENSG00000204356.14,NELFE
ENST00000444811.6,ENSG00000204356.14,NELFE
ENST00000441998.5,ENSG00000204356.14,NELFE
ENST00000454913.5,ENSG00000204356.14,NELFE
ENST00000436289.6,ENSG00000204356.14,NELFE
ENST00000492539.5,ENSG00000204356.14,NELFE
ENST00000426722.5,ENSG00000204356.14,NELFE
ENST00000491139.5,ENSG00000204356.14,NELFE
ENST00000494956.1,ENSG00000204356.14,NELFE
ENST00000625905.1,ENSG00000204356.14,NELFE
ENST00000408340.1,ENSG00000284446.1,MIR1236
ENST00000488648.5,ENSG00000204351.12,SKIV2L
ENST00000465703.5,ENSG00000204351.12,SKIV2L
ENST00000461073.5,ENSG00000204351.12,SKIV2L
ENST00000474839.5,ENSG00000204351.12,SKIV2L
ENST00000375394.7,ENSG00000204351.12,SKIV2L
ENST00000492900.1,ENSG00000204351.12,SKIV2L
ENST00000628157.1,ENSG00000204351.12,SKIV2L
ENST00000466290.1,ENSG00000204351.12,SKIV2L
ENST00000461915.5,ENSG00000204351.12,SKIV2L
ENST00000494058.5,ENSG00000204351.12,SKIV2L
ENST00000484835.1,ENSG00000204351.12,SKIV2L
ENST00000483553.5,ENSG00000204351.12,SKIV2L
ENST00000471818.1,ENSG00000204351.12,SKIV2L
ENST00000485349.5,ENSG00000204351.12,SKIV2L
ENST00000491994.1,ENSG00000204351.12,SKIV2L
ENST00000470453.1,ENSG00000204351.12,SKIV2L
ENST00000491327.5,ENSG00000204348.10,DXO
ENST00000485557.5,ENSG00000204348.10,DXO
ENST00000477826.5,ENSG00000204348.10,DXO
ENST00000375349.7,ENSG00000204348.10,DXO
ENST00000337523.10,ENSG00000204348.10,DXO
ENST00000495340.5,ENSG00000204348.10,DXO
ENST00000473976.1,ENSG00000204348.10,DXO
ENST00000478221.5,ENSG00000204348.10,DXO
ENST00000375356.7,ENSG00000204348.10,DXO
ENST00000498357.1,ENSG00000204348.10,DXO
ENST00000480240.5,ENSG00000204348.10,DXO
ENST00000474587.1,ENSG00000204348.10,DXO
ENST00000492946.1,ENSG00000204348.10,DXO
ENST00000487914.1,ENSG00000204348.10,DXO
ENST00000460058.1,ENSG00000204348.10,DXO
ENST00000466132.5,ENSG00000204344.14,STK19
ENST00000460018.1,ENSG00000204344.14,STK19
ENST00000479644.1,ENSG00000204344.14,STK19
ENST00000375331.6,ENSG00000204344.14,STK19
ENST00000492583.5,ENSG00000204344.14,STK19
ENST00000375333.2,ENSG00000204344.14,STK19
ENST00000473983.5,ENSG00000204344.14,STK19
ENST00000478486.5,ENSG00000204344.14,STK19
ENST00000463823.5,ENSG00000204344.14,STK19
ENST00000483801.5,ENSG00000204344.14,STK19
ENST00000519179.5,ENSG00000204344.14,STK19
ENST00000466336.5,ENSG00000204344.14,STK19
ENST00000471028.1,ENSG00000204344.14,STK19
ENST00000491861.5,ENSG00000204344.14,STK19
ENST00000484540.5,ENSG00000204344.14,STK19
ENST00000469907.1,ENSG00000204344.14,STK19
ENST00000490822.1,ENSG00000204344.14,STK19
ENST00000428956.7,ENSG00000244731.8,C4A
ENST00000498271.1,ENSG00000244731.8,C4A
ENST00000467749.1,ENSG00000244731.8,C4A
ENST00000467948.1,ENSG00000244731.8,C4A
ENST00000460841.1,ENSG00000244731.8,C4A
ENST00000483974.5,ENSG00000244731.8,C4A
ENST00000496659.1,ENSG00000244731.8,C4A
ENST00000480795.1,ENSG00000244731.8,C4A
ENST00000470365.5,ENSG00000244731.8,C4A
ENST00000460060.5,ENSG00000244731.8,C4A
ENST00000471624.1,ENSG00000244731.8,C4A
ENST00000463034.5,ENSG00000244731.8,C4A
ENST00000491876.5,ENSG00000244731.8,C4A
ENST00000469975.5,ENSG00000244731.8,C4A
ENST00000465724.1,ENSG00000244731.8,C4A
ENST00000477424.2,ENSG00000244731.8,C4A
ENST00000490663.1,ENSG00000244731.8,C4A
ENST00000458633.1,ENSG00000233627.2,C4A-AS1
ENST00000342991.10,ENSG00000204338.8,CYP21A1P
ENST00000354927.4,ENSG00000204338.8,CYP21A1P
ENST00000507684.1,ENSG00000248290.1,TNXA
ENST00000512515.1,ENSG00000250535.1,STK19B
ENST00000435363.7,ENSG00000224389.9,C4B
ENST00000425700.3,ENSG00000224389.9,C4B
ENST00000490071.1,ENSG00000224389.9,C4B
ENST00000485543.1,ENSG00000224389.9,C4B
ENST00000647698.1,ENSG00000224389.9,C4B
ENST00000648821.1,ENSG00000224389.9,C4B
ENST00000461632.1,ENSG00000224389.9,C4B
ENST00000478438.5,ENSG00000224389.9,C4B
ENST00000474912.1,ENSG00000224389.9,C4B
ENST00000649658.1,ENSG00000224389.9,C4B
ENST00000486992.5,ENSG00000224389.9,C4B
ENST00000485263.5,ENSG00000224389.9,C4B
ENST00000478388.1,ENSG00000224389.9,C4B
ENST00000468936.5,ENSG00000224389.9,C4B
ENST00000463249.5,ENSG00000224389.9,C4B
ENST00000468237.5,ENSG00000224389.9,C4B
ENST00000496065.1,ENSG00000224389.9,C4B
ENST00000473957.2,ENSG00000224389.9,C4B
ENST00000496560.1,ENSG00000224389.9,C4B
ENST00000415626.1,ENSG00000229776.1,C4B-AS1
ENST00000418967.6,ENSG00000231852.8,CYP21A2
ENST00000466779.5,ENSG00000231852.8,CYP21A2
ENST00000486063.5,ENSG00000231852.8,CYP21A2
ENST00000479074.5,ENSG00000231852.8,CYP21A2
ENST00000479730.5,ENSG00000231852.8,CYP21A2
ENST00000480027.1,ENSG00000231852.8,CYP21A2
ENST00000483041.5,ENSG00000231852.8,CYP21A2
ENST00000478281.5,ENSG00000231852.8,CYP21A2
ENST00000488465.1,ENSG00000231852.8,CYP21A2
ENST00000471671.4,ENSG00000231852.8,CYP21A2
ENST00000435122.3,ENSG00000231852.8,CYP21A2
ENST00000644719.2,ENSG00000231852.8,CYP21A2
ENST00000469053.5,ENSG00000231852.8,CYP21A2
ENST00000464325.5,ENSG00000231852.8,CYP21A2
ENST00000466879.5,ENSG00000231852.8,CYP21A2
ENST00000462278.1,ENSG00000231852.8,CYP21A2
ENST00000644971.2,ENSG00000168477.19,TNXB
ENST00000647633.1,ENSG00000168477.19,TNXB
ENST00000375244.7,ENSG00000168477.19,TNXB
ENST00000451343.4,ENSG00000168477.19,TNXB
ENST00000490077.5,ENSG00000168477.19,TNXB
ENST00000611016.2,ENSG00000168477.19,TNXB
ENST00000498094.1,ENSG00000168477.19,TNXB
ENST00000613214.4,ENSG00000168477.19,TNXB
ENST00000479795.1,ENSG00000168477.19,TNXB
ENST00000486148.1,ENSG00000168477.19,TNXB
ENST00000442721.1,ENSG00000168477.19,TNXB
ENST00000516703.1,ENSG00000252512.1,RNA5SP206
ENST00000494022.1,ENSG00000284829.1,AL662884.2
ENST00000375203.8,ENSG00000213676.13,ATF6B
ENST00000375201.8,ENSG00000213676.13,ATF6B
ENST00000453203.2,ENSG00000213676.13,ATF6B
ENST00000475705.1,ENSG00000213676.13,ATF6B
ENST00000492342.1,ENSG00000213676.13,ATF6B
ENST00000495579.5,ENSG00000213676.13,ATF6B
ENST00000485314.5,ENSG00000213676.13,ATF6B
ENST00000468502.1,ENSG00000213676.13,ATF6B
ENST00000375156.4,ENSG00000204315.4,FKBPL
ENST00000467780.5,ENSG00000204314.12,PRRT1
ENST00000495191.5,ENSG00000204314.12,PRRT1
ENST00000472641.1,ENSG00000204314.12,PRRT1
ENST00000375150.6,ENSG00000204314.12,PRRT1
ENST00000211413.10,ENSG00000204314.12,PRRT1
ENST00000428778.5,ENSG00000285085.1,AL662884.4
ENST00000486917.1,ENSG00000285085.1,AL662884.4
ENST00000497552.5,ENSG00000284954.1,AL662884.3
ENST00000485392.5,ENSG00000284954.1,AL662884.3
ENST00000498575.1,ENSG00000284954.1,AL662884.3
ENST00000494332.5,ENSG00000284954.1,AL662884.3
ENST00000475826.1,ENSG00000284954.1,AL662884.3
ENST00000414204.5,ENSG00000221988.13,PPT2
ENST00000361568.6,ENSG00000221988.13,PPT2
ENST00000478521.5,ENSG00000221988.13,PPT2
ENST00000395523.5,ENSG00000221988.13,PPT2
ENST00000375137.6,ENSG00000221988.13,PPT2
ENST00000375143.6,ENSG00000221988.13,PPT2
ENST00000324816.11,ENSG00000221988.13,PPT2
ENST00000424499.1,ENSG00000221988.13,PPT2
ENST00000493548.5,ENSG00000221988.13,PPT2
ENST00000436118.2,ENSG00000221988.13,PPT2
ENST00000465047.1,ENSG00000221988.13,PPT2
ENST00000495908.1,ENSG00000221988.13,PPT2
ENST00000428388.6,ENSG00000258388.7,PPT2-EGFL8
ENST00000585246.5,ENSG00000258388.7,PPT2-EGFL8
ENST00000422437.5,ENSG00000258388.7,PPT2-EGFL8
ENST00000453656.6,ENSG00000258388.7,PPT2-EGFL8
ENST00000583227.5,ENSG00000258388.7,PPT2-EGFL8
ENST00000479001.2,ENSG00000258388.7,PPT2-EGFL8
ENST00000421600.2,ENSG00000258388.7,PPT2-EGFL8
ENST00000333845.11,ENSG00000241404.7,EGFL8
ENST00000395512.5,ENSG00000241404.7,EGFL8
ENST00000432129.1,ENSG00000241404.7,EGFL8
ENST00000466239.5,ENSG00000241404.7,EGFL8
ENST00000482938.1,ENSG00000241404.7,EGFL8
ENST00000489721.1,ENSG00000241404.7,EGFL8
ENST00000395496.5,ENSG00000204310.13,AGPAT1
ENST00000375107.8,ENSG00000204310.13,AGPAT1
ENST00000395499.5,ENSG00000204310.13,AGPAT1
ENST00000375104.6,ENSG00000204310.13,AGPAT1
ENST00000490711.5,ENSG00000204310.13,AGPAT1
ENST00000395497.5,ENSG00000204310.13,AGPAT1
ENST00000336984.6,ENSG00000204310.13,AGPAT1
ENST00000476663.1,ENSG00000204310.13,AGPAT1
ENST00000617181.1,ENSG00000284469.1,MIR6721
ENST00000375094.4,ENSG00000204308.8,RNF5
ENST00000487940.1,ENSG00000204308.8,RNF5
ENST00000620680.1,ENSG00000277264.1,MIR6833
ENST00000469940.5,ENSG00000204305.14,AGER
ENST00000488669.5,ENSG00000204305.14,AGER
ENST00000473619.5,ENSG00000204305.14,AGER
ENST00000375067.7,ENSG00000204305.14,AGER
ENST00000375055.6,ENSG00000204305.14,AGER
ENST00000484849.5,ENSG00000204305.14,AGER
ENST00000438221.6,ENSG00000204305.14,AGER
ENST00000375069.7,ENSG00000204305.14,AGER
ENST00000620802.4,ENSG00000204305.14,AGER
ENST00000375070.7,ENSG00000204305.14,AGER
ENST00000375076.9,ENSG00000204305.14,AGER
ENST00000375065.6,ENSG00000204305.14,AGER
ENST00000450110.5,ENSG00000204305.14,AGER
ENST00000375056.6,ENSG00000204305.14,AGER
ENST00000538695.2,ENSG00000204305.14,AGER
ENST00000559458.2,ENSG00000273333.2,AL662884.1
ENST00000375050.6,ENSG00000204304.12,PBX2
ENST00000495300.1,ENSG00000204304.12,PBX2
ENST00000478678.5,ENSG00000204304.12,PBX2
ENST00000496171.1,ENSG00000204304.12,PBX2
ENST00000480254.1,ENSG00000204304.12,PBX2
ENST00000487761.5,ENSG00000213654.10,GPSM3
ENST00000472768.5,ENSG00000213654.10,GPSM3
ENST00000375040.8,ENSG00000213654.10,GPSM3
ENST00000375043.3,ENSG00000213654.10,GPSM3
ENST00000619085.1,ENSG00000213654.10,GPSM3
ENST00000491215.1,ENSG00000204301.6,NOTCH4
ENST00000474612.1,ENSG00000204301.6,NOTCH4
ENST00000375023.3,ENSG00000204301.6,NOTCH4
ENST00000465528.1,ENSG00000204301.6,NOTCH4
ENST00000473562.1,ENSG00000204301.6,NOTCH4
ENST00000646628.1,ENSG00000225914.2,TSBP1-AS1
ENST00000645563.1,ENSG00000225914.2,TSBP1-AS1
ENST00000611838.1,ENSG00000225914.2,TSBP1-AS1
ENST00000646176.1,ENSG00000225914.2,TSBP1-AS1
ENST00000645134.1,ENSG00000225914.2,TSBP1-AS1
ENST00000647036.1,ENSG00000225914.2,TSBP1-AS1
ENST00000645167.1,ENSG00000225914.2,TSBP1-AS1
ENST00000425033.1,ENSG00000225914.2,TSBP1-AS1
ENST00000646550.1,ENSG00000225914.2,TSBP1-AS1
ENST00000642577.1,ENSG00000225914.2,TSBP1-AS1
ENST00000644884.1,ENSG00000225914.2,TSBP1-AS1
ENST00000426643.1,ENSG00000225914.2,TSBP1-AS1
ENST00000442822.6,ENSG00000204296.11,TSBP1
ENST00000447241.6,ENSG00000204296.11,TSBP1
ENST00000375015.8,ENSG00000204296.11,TSBP1
ENST00000533191.5,ENSG00000204296.11,TSBP1
ENST00000612031.4,ENSG00000204296.11,TSBP1
ENST00000527965.5,ENSG00000204296.11,TSBP1
ENST00000375007.8,ENSG00000204296.11,TSBP1
ENST00000617061.4,ENSG00000204296.11,TSBP1
ENST00000532023.5,ENSG00000204296.11,TSBP1
ENST00000534588.1,ENSG00000204296.11,TSBP1
ENST00000432375.1,ENSG00000237285.1,HNRNPA1P2
ENST00000411403.1,ENSG00000223335.1,RNU6-603P
ENST00000454136.7,ENSG00000204290.10,BTNL2
ENST00000465865.5,ENSG00000204290.10,BTNL2
ENST00000374993.4,ENSG00000204290.10,BTNL2
ENST00000544175.2,ENSG00000204290.10,BTNL2
ENST00000446536.2,ENSG00000204290.10,BTNL2
ENST00000374982.5,ENSG00000204287.14,HLA-DRA
ENST00000395388.7,ENSG00000204287.14,HLA-DRA
ENST00000449413.1,ENSG00000196301.3,HLA-DRB9
ENST00000374975.4,ENSG00000198502.6,HLA-DRB5
ENST00000516107.1,ENSG00000251916.1,RNU1-61P
ENST00000411500.5,ENSG00000229391.7,HLA-DRB6
ENST00000437183.5,ENSG00000229391.7,HLA-DRB6
ENST00000437650.2,ENSG00000229391.7,HLA-DRB6
ENST00000360004.5,ENSG00000196126.11,HLA-DRB1
ENST00000422863.1,ENSG00000196735.11,HLA-DQA1
ENST00000343139.9,ENSG00000196735.11,HLA-DQA1
ENST00000395363.5,ENSG00000196735.11,HLA-DQA1
ENST00000496318.5,ENSG00000196735.11,HLA-DQA1
ENST00000374949.2,ENSG00000196735.11,HLA-DQA1
ENST00000482745.5,ENSG00000196735.11,HLA-DQA1
ENST00000460633.1,ENSG00000196735.11,HLA-DQA1
ENST00000487676.1,ENSG00000179344.16,HLA-DQB1
ENST00000399082.7,ENSG00000179344.16,HLA-DQB1
ENST00000399079.7,ENSG00000179344.16,HLA-DQB1
ENST00000374943.8,ENSG00000179344.16,HLA-DQB1
ENST00000434651.6,ENSG00000179344.16,HLA-DQB1
ENST00000399084.5,ENSG00000179344.16,HLA-DQB1
ENST00000460185.1,ENSG00000179344.16,HLA-DQB1
ENST00000443574.1,ENSG00000179344.16,HLA-DQB1
ENST00000484729.2,ENSG00000179344.16,HLA-DQB1
ENST00000419852.1,ENSG00000223534.1,HLA-DQB1-AS1
ENST00000422088.1,ENSG00000235040.1,MTCO3P1
ENST00000448198.2,ENSG00000232080.5,AL662789.1
ENST00000585372.2,ENSG00000232080.5,AL662789.1
ENST00000621553.1,ENSG00000232080.5,AL662789.1
ENST00000458375.1,ENSG00000232080.5,AL662789.1
ENST00000425319.1,ENSG00000226030.1,HLA-DQB3
ENST00000374940.3,ENSG00000237541.3,HLA-DQA2
ENST00000581098.1,ENSG00000263649.1,MIR3135B
ENST00000411527.5,ENSG00000232629.9,HLA-DQB2
ENST00000435145.6,ENSG00000232629.9,HLA-DQB2
ENST00000437316.7,ENSG00000232629.9,HLA-DQB2
ENST00000427449.1,ENSG00000232629.9,HLA-DQB2
ENST00000488325.5,ENSG00000241106.8,HLA-DOB
ENST00000438763.7,ENSG00000241106.8,HLA-DOB
ENST00000648009.1,ENSG00000241106.8,HLA-DOB
ENST00000475235.1,ENSG00000241106.8,HLA-DOB
ENST00000447394.1,ENSG00000241106.8,HLA-DOB
ENST00000452392.2,ENSG00000250264.1,AL669918.1
ENST00000374899.8,ENSG00000204267.14,TAP2
ENST00000652259.1,ENSG00000204267.14,TAP2
ENST00000620123.4,ENSG00000204267.14,TAP2
ENST00000374897.3,ENSG00000204267.14,TAP2
ENST00000464100.1,ENSG00000204267.14,TAP2
ENST00000485701.1,ENSG00000204267.14,TAP2
ENST00000490613.1,ENSG00000204264.10,PSMB8
ENST00000395339.7,ENSG00000204264.10,PSMB8
ENST00000374882.7,ENSG00000204264.10,PSMB8
ENST00000374881.2,ENSG00000204264.10,PSMB8
ENST00000650411.1,ENSG00000204264.10,PSMB8
ENST00000484003.1,ENSG00000204264.10,PSMB8
ENST00000650793.1,ENSG00000204264.10,PSMB8
ENST00000453426.1,ENSG00000204261.8,PSMB8-AS1
ENST00000458296.1,ENSG00000204261.8,PSMB8-AS1
ENST00000413039.5,ENSG00000204261.8,PSMB8-AS1
ENST00000429600.1,ENSG00000204261.8,PSMB8-AS1
ENST00000412095.1,ENSG00000204261.8,PSMB8-AS1
ENST00000415067.1,ENSG00000204261.8,PSMB8-AS1
ENST00000395330.5,ENSG00000240065.8,PSMB9
ENST00000414474.5,ENSG00000240065.8,PSMB9
ENST00000464863.1,ENSG00000240065.8,PSMB9
ENST00000374859.3,ENSG00000240065.8,PSMB9
ENST00000467593.1,ENSG00000240065.8,PSMB9
ENST00000486332.1,ENSG00000168394.11,TAP1
ENST00000354258.4,ENSG00000168394.11,TAP1
ENST00000643049.1,ENSG00000168394.11,TAP1
ENST00000645078.1,ENSG00000168394.11,TAP1
ENST00000643923.1,ENSG00000168394.11,TAP1
ENST00000487296.1,ENSG00000168394.11,TAP1
ENST00000420261.1,ENSG00000234515.1,PPP1R2P1
ENST00000429032.1,ENSG00000234515.1,PPP1R2P1
ENST00000434920.1,ENSG00000235301.1,HLA-Z
ENST00000487996.5,ENSG00000242574.9,HLA-DMB
ENST00000477537.1,ENSG00000242574.9,HLA-DMB
ENST00000438510.5,ENSG00000242574.9,HLA-DMB
ENST00000414017.5,ENSG00000242574.9,HLA-DMB
